seqid	len	gc	cov_/workspace/cflcyd/blobology/LsA2v1_scaffolds.fasta.clean.Manuka_Nuclear_gDNA_C3R0AACXX_GCCAAT_L003.bowtie2.bam	cov_/workspace/cflcyd/blobology/LsA2v1_scaffolds.fasta.clean.Manuka_Nuclear_gDNA_C3R0AACXX_GCCAAT_L004.bowtie2.bam	taxlevel_species	taxlevel_genus	taxlevel_order	taxlevel_phylum	taxlevel_superkingdom
LsA2v1_scaffold7557	2092	0.688814531548757	7.5693116634799	8.67925430210322	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3553	41696	0.37234695129432	25.9208077513477	26.6665867229519	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold239	257584	0.389698024108363	60.5167789926253	60.7547673769981	Olea europaea	Olea	Lamiales	Streptophyta	Eukaryota
LsA2v1_scaffold6395	3751	0.514847809948033	3.36097040789124	4.49906691548921	Ustilago maydis	Ustilago	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold2059	108306	0.384077833669689	62.5104149355576	62.3117832808012	Theobroma cacao	Theobroma	Malvales	Streptophyta	Eukaryota
LsA2v1_scaffold11936	1011	0.606330365974283	12.4104846686449	15.1671612265084	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3926	10982	0.506441885964912	7.27827353851766	6.72372973957393	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4215	9521	0.678959869983748	6.4224346182124	6.40689003255963	Methylocella silvestris	Methylocella	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold11639	1035	0.28695652173913	7.36135265700484	6.99420289855073	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6134	4130	0.702640348628557	11.1903147699758	9.60387409200968	Sphingomonas wittichii	Sphingomonas	Sphingomonadales	Proteobacteria	Bacteria
LsA2v1_scaffold9586	1255	0.492430278884462	7.09083665338645	4.57450199203187	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11684	1031	0.530552861299709	4.6003879728419	6.04558680892338	Sporisorium reilianum	Sporisorium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold4361	9166	0.506273867975996	18.7451451014616	19.7821296094258	Thielavia terrestris	Thielavia	Sordariales	Ascomycota	Eukaryota
LsA2v1_scaffold4633	7936	0.571939231456658	4.76600302419357	4.71219758064518	Sporisorium reilianum	Sporisorium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold1524	85008	0.427962375762743	172.761810652921	173.298089591369	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2477	28271	0.409586133710647	50.4410172968682	50.3322839658929	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8908	1384	0.721098265895954	11.1900289017341	12.1748554913295	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2796	21437	0.510864221807099	2.18006250874655	2.27979661333208	Coniosporium apollinis	Coniosporium	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold6104	4199	0.501071683734222	4.75756132412479	4.54632055251251	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8544	1481	0.657663740715733	8.37069547602972	8.36461850101284	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold11770	1025	0.541463414634146	4.74634146341464	6.70926829268293	Sporisorium reilianum	Sporisorium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold4054	10348	0.66737533822961	7.66814843447998	7.60146888287579	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold12070	1002	0.515968063872255	16.8313373253493	18.0449101796407	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10773	1112	0.512589928057554	7.18345323741007	7.79136690647481	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3402	14517	0.395563516120143	115.068333677757	114.515395742922	Glycine tomentella	Glycine	Fabales	Streptophyta	Eukaryota
LsA2v1_scaffold5376	5835	0.492800822763113	4.08191945158527	4.46015424164525	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2526	26534	0.42588061672298	81.7921534634803	80.7970528378693	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2400	31419	0.501614391143911	13.1086603647469	12.3467328686459	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3236	16823	0.399037032633894	144.392557807759	145.868572787251	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11974	1009	0.547076313181368	6.1615460852329	5.01288404360753	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5917	4525	0.679116022099448	7.96618784530392	7.13127071823209	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3962	10771	0.505651397977394	3.89276761674869	3.90353727601895	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold101	392174	0.471103149661653	10.7142059392111	10.9193291753261	Cladophialophora carrionii	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold6721	3275	0.395725190839695	35.6436641221377	39.2222900763359	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6539	3546	0.691483361534123	6.83474337281441	7.85222786238011	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold12370	972	0.655349794238683	5.72736625514403	6.55452674897119	Methylobacterium oryzae	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold10820	1107	0.582655826558266	5.11291779584463	5.05058717253839	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8539	1482	0.66059379217274	9.89271255060731	10.3191632928475	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold283	242045	0.403637066583685	77.7380115265326	78.1515709886138	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold534	164798	0.481392770015524	11.3305561960724	11.362486195223	Cladophialophora yegresii	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold4865	7200	0.418611111111111	37.2661111111107	38.6397222222215	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2716	22658	0.491166751398068	8.66788772177576	8.13884720628455	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6636	3408	0.538364779874214	5.01907276995306	4.06455399061034	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4743	7559	0.393358031225192	35.5773250429939	34.0277814525719	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold12045	1004	0.723107569721116	11.0338645418327	9.03585657370518	Methylobacterium sp. 4-46	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold7304	2449	0.363821968150265	37.3184973458558	36.8930175581873	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5606	5239	0.672960872104341	10.0574537125405	9.49627791563271	Methylobacterium populi	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold8432	1513	0.497025776602776	4.90614672835426	3.93060145406477	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6479	3639	0.699642758999725	6.30667765869743	6.66364385820279	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3355	17481	0.427721526228477	90.9263772095251	92.3987186087576	Cucumis melo	Cucumis	Cucurbitales	Streptophyta	Eukaryota
LsA2v1_scaffold6844	3127	0.504478566858605	5.3268308282699	3.95299008634475	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6748	3248	0.452109639667385	1240.72937192106	1249.55264778313	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9155	1328	0.587349397590361	5.64081325301204	7.53087349397589	Dyella jiangningensis	Dyella	Xanthomonadales	Proteobacteria	Bacteria
LsA2v1_scaffold6061	4277	0.616538461538462	7.84147767126495	7.21790974982468	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8265	1581	0.481340923466161	5.21758380771664	3.31815306767869	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7981	1742	0.528702640642939	4.72158438576349	4.78300803673938	Capronia coronata	Capronia	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold556	158671	0.540997470081583	5.01868646444473	4.87739410478237	Baudoinia compniacensis	Baudoinia	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold4549	8239	0.469595824736012	10.8110207549461	11.6023789294819	Verticillium alfalfae	Verticillium	Glomerellales	Ascomycota	Eukaryota
LsA2v1_scaffold6545	3539	0.702374222724703	12.710087595366	10.6371856456627	Methylobacterium aquaticum	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold6623	3418	0.517701863354037	3.7700409596255	4.80836746635458	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3939	10893	0.681869369369369	12.1907647112822	11.1653355365829	Burkholderia thailandensis	Burkholderia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold4048	10383	0.507801964939318	5.98844264663386	6.45911586246743	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7966	1749	0.52715837621498	3.37164093767868	4.58490566037736	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4999	33733	0.394973445406264	29.2707437820573	28.7197996027669	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold5907	4554	0.698506807202459	7.00109793588053	7.33245498462889	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold10270	1164	0.619415807560137	6.80584192439862	5.4381443298969	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8394	1532	0.553524804177546	3.62206266318538	5.59530026109661	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4433	8612	0.514002333722287	13.070947515095	13.4657454714349	Capronia coronata	Capronia	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold7325	2416	0.667218543046358	7.52235099337747	7.4673013245033	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold8520	1487	0.489576328177539	15.4868863483524	17.8655010087424	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold692	140663	0.39816331168068	61.2630044857907	61.5004940885995	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold11283	1064	0.528195488721805	10.0986842105263	9.83082706766918	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7701	1965	0.409160305343511	66.5730279898226	62.8071246819346	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6091	4230	0.660753341433779	6.46382978723405	5.91891252955083	Nocardia nova	Nocardia	Actinomycetales	Actinobacteria	Bacteria
LsA2v1_scaffold6197	4026	0.382200460829493	61.6634376552434	66.9182811723816	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10373	1151	0.505647263249348	3.64465682015639	4.67940920938315	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10158	1177	0.666949872557349	6.23109600679695	6.5998300764656	Cellulomonas flavigena	Cellulomonas	Actinomycetales	Actinobacteria	Bacteria
LsA2v1_scaffold3474	14086	0.578210415268054	8.32677836149383	8.19132471957988	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold918	103994	0.536260892643871	5.37845452622316	5.37330999865426	Togninia minima	Togninia	Calosphaeriales	Ascomycota	Eukaryota
LsA2v1_scaffold8060	1684	0.506532066508314	4.44121140142518	4.89192399049882	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2319	30297	0.521256863036059	3.41598178037425	4.03452487044916	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7666	1985	0.667506297229219	7.39345088161208	8.66297229219142	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7649	2004	0.697105788423154	6.26147704590818	6.94061876247504	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold9383	1287	0.707070707070707	6.29992229992229	5.27816627816627	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1379	68950	0.38087354384275	57.7398114575588	57.5787962291328	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1391	140702	0.390774676323273	60.1898196187196	60.1328268254404	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2095	35974	0.508936401850788	4.82656918885868	4.81909156613115	Talaromyces marneffei	Talaromyces	Eurotiales	Ascomycota	Eukaryota
LsA2v1_scaffold1210	154164	0.436477007014809	118.158234088484	118.790982330621	Eucalyptus torquata	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10096	1186	0.549747048903879	5.31028667790893	4.47048903878583	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8527	1486	0.542395693135935	4.38559892328398	4.48990578734859	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8048	1693	0.663319551092735	7.24630832841109	9.34554046072061	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold274	318284	0.398426888312375	59.6200343090414	59.862808058272	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2885	19986	0.497708911129869	4.92539777844484	4.44401080756523	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10331	1157	0.518582541054451	31.419187554019	31.7363872082973	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8889	1387	0.3943763518385	37.1578947368421	38.4015861571738	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3838	11486	0.506920567751036	10.0709559463696	10.8337106042139	Exophiala dermatitidis	Exophiala	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold7961	1754	0.586659064994299	5.72805017103764	5.50285062713798	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold6827	3154	0.495878249841471	6.70894102726693	8.44324667089405	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9357	1291	0.546088303640589	6.70565453137102	7.76142525174282	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8488	1496	0.681818181818182	6.70922459893047	8.17045454545453	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold10896	1102	0.496370235934664	14.6987295825772	10.5916515426497	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1044	93866	0.488406679792071	8.50473014723083	8.73400379264007	Leptosphaeria maculans	Leptosphaeria	Pleosporales	Ascomycota	Eukaryota
LsA2v1_scaffold12521	955	0.524607329842932	2.75602094240838	5.47539267015706	Metaseiulus occidentalis	Metaseiulus	Mesostigmata	Arthropoda	Eukaryota
LsA2v1_scaffold11888	1015	0.502463054187192	17.0206896551724	17.4137931034483	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8863	1395	0.480286738351254	7.37992831541219	7.98279569892474	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9136	1332	0.439189189189189	17.2214714714715	17.021021021021	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2703	23278	0.407036687000601	37.2620500042887	37.8538104648093	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold6780	3208	0.673628428927681	6.96913965087284	6.39401496259353	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7913	1787	0.676552881925014	6.37157246782316	6.67487409065472	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold10618	1128	0.517730496453901	3.91223404255319	4.44148936170213	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6534	3561	0.398033707865169	78.2027520359467	73.6933445661354	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold7035	2856	0.653361344537815	7.64670868347338	8.49124649859943	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7529	2124	0.643126177024482	8.3328625235405	6.91949152542374	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold10084	1188	0.583333333333333	5.1473063973064	5.96296296296296	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7006	2902	0.681943487250172	8.27808407994487	6.35458304617506	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold8768	1417	0.515172900494001	9.72547635850387	9.92378263937896	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5308	5978	0.411032531824611	21.5097022415519	22.4447975911672	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4786	7430	0.701884253028264	7.52382234185734	7.55195154777928	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold1392	70333	0.487777407636542	10.742496409935	10.8704022293938	Cladophialophora yegresii	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold12515	955	0.736125654450262	4.39162303664921	5.02513089005236	Methylobacterium radiotolerans	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold9187	1319	0.574677786201668	5.62926459438969	5.68233510235027	Cladophialophora psammophila	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold4446	8577	0.701294158796782	8.85729275970628	8.06564066689992	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold9910	1211	0.510322047894302	12.8059454995871	12.0074318744839	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7314	2435	0.512936344969199	3.8924024640657	5.01190965092403	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1641	54100	0.511569224909541	3.16730129390009	3.25563770794814	Sporisorium reilianum	Sporisorium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold3382	14681	0.501887211367673	2.91335740072202	2.88795041209727	Cladophialophora psammophila	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold8094	1662	0.305054151624549	11.3904933814681	10.9434416365824	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6911	3036	0.707509881422925	6.73386034255598	7.29084321475624	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2085	37539	0.513378862516794	20.0915048349693	20.1315165561126	Cyphellophora europaea	Cyphellophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold11718	1028	0.49124513618677	4.43190661478599	4.34533073929961	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11130	1079	0.385542168674699	4.46709916589435	4.64226135310473	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8055	1685	0.475964391691395	5.1293768545994	7.16557863501482	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9176	1321	0.481453444360333	5.27327781983346	4.84935654806965	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3075	19088	0.408908445267871	58.087018021786	58.9093671416516	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9629	1249	0.479583666933547	13.763811048839	13.5708566853482	Arthroderma benhamiae	Arthroderma	Onygenales	Ascomycota	Eukaryota
LsA2v1_scaffold2028	39834	0.379409032711571	44.0673545212613	43.4683436260458	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold11520	1044	0.545977011494253	13.6743295019157	12.8879310344827	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4912	7006	0.51342005598551	3.18655438195831	4.08478447045389	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11325	1060	0.633018867924528	8.54150943396227	7.44716981132076	Pseudomonas knackmussii	Pseudomonas	Pseudomonadales	Proteobacteria	Bacteria
LsA2v1_scaffold6615	3426	0.659661412726211	7.17279626386459	8.33537653239933	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold1264	76443	0.579976630205459	9.11025208325063	8.637259134256	Neofusicoccum parvum	Neofusicoccum	Botryosphaeriales	Ascomycota	Eukaryota
LsA2v1_scaffold4396	8744	0.500057188608029	12.5084629460203	13.0925205855446	Cladophialophora carrionii	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold12023	1006	0.62624254473161	5.8727634194831	5.47415506958251	Hymenobacter sp. DG25B	Hymenobacter	Cytophagales	Bacteroidetes	Bacteria
LsA2v1_scaffold902	121082	0.384624457872866	48.8707404899469	48.6419781635891	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold5699	5041	0.577861535409641	5.90854989089464	6.86252727633404	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2329	30042	0.39367627785059	30.0242660275561	29.9957725850423	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2825	20990	0.513869561183783	2.20138161029061	2.30848022868032	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold12291	981	0.536187563710499	4.43017329255861	3.25586136595311	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4672	7759	0.673798169867251	7.97035700476856	7.29024358809117	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold9807	1226	0.532626427406199	4.67862969004895	4.8026101141925	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2438	28498	0.498744005480703	7.33988350059684	7.18222331391707	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6985	2930	0.408191126279863	36.8430034129686	36.6761092150164	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold12296	981	0.713557594291539	7.19673802242609	5.90214067278287	Methylobacterium aquaticum	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold1444	105067	0.395288012888917	66.2810397176106	66.4534059220334	Vitis vinifera	Vitis	Vitales	Streptophyta	Eukaryota
LsA2v1_scaffold11209	1071	0.509803921568627	5.39869281045751	4.87208216619981	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7286	2490	0.694377510040161	6.78514056224898	7.24859437751002	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold8775	1415	0.540636042402827	4.32367491166078	5.00141342756184	Sordaria macrospora	Sordaria	Sordariales	Ascomycota	Eukaryota
LsA2v1_scaffold5426	5730	0.667364746945899	8.67312390924959	7.72931937172779	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold11653	1033	0.50919651500484	4.9080348499516	3.42691190706679	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5234	6150	0.515230920406158	59.5582113821127	59.6034146341451	Plasmodiophora brassicae	Plasmodiophora	Not annotated	Not annotated	Eukaryota
LsA2v1_scaffold5291	6031	0.521590310689837	2.54385674017576	2.96982258331951	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1573	87379	0.529474680880909	2.75696677691446	2.71256251502086	Melanopsichium pennsylvanicum	Melanopsichium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold5093	6513	0.677875019192384	8.90327038231238	8.92000614156311	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7408	2291	0.679179397642951	8.20820602357047	7.14447839371451	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold1283	120424	0.392419036088807	56.1924948515041	56.9072028831241	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8210	1606	0.496886674968867	16.4209215442092	15.1102117061021	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2672	24951	0.395378958803376	50.8335136868357	50.2100116227897	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1624	55199	0.41866405782923	59.4856428558318	60.2059819924101	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold4540	8298	0.524710703953713	8.45492889852985	8.9816823330924	Verticillium dahliae	Verticillium	Glomerellales	Ascomycota	Eukaryota
LsA2v1_scaffold8662	1446	0.728215767634855	7.74550484094051	7.35546334716458	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3343	15014	0.399227387771413	37.6546556547185	36.5514186758989	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold11734	1027	0.687439143135346	12.7721518987342	13.2687439143135	Starkeya novella	Starkeya	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold6449	3684	0.383007600434311	38.6813246471222	38.1962540716607	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8796	1411	0.55421686746988	4.58681785967399	4.24238128986534	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4953	6866	0.337363437727604	35.7110399067857	36.3236236527804	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4524	8322	0.405908969922811	48.3346551309799	48.5628454698409	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10293	1162	0.532702237521515	6.20567986230636	5.78313253012047	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11105	1080	0.735185185185185	11.2972222222222	14.300925925926	Methylobacterium aquaticum	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold718	273871	0.397813835141926	57.0787341486309	57.5268867460245	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold4414	8697	0.422263109475621	34.5050017247344	35.252500862368	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10877	1103	0.528558476881233	4.90933816863101	5.98821396192204	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
